date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:02:45	365706/365706	---M--	200	added ('OK')	image/png	etag:%2260d2b160-5948a%22	https://socialistics.com/wp-content/uploads/2021/06/Alternative-Ways-To-Build-An-Agency.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/06/Alternative-Ways-To-Build-An-Agency.png	(from https://socialistics.com/blog/)
23:02:46	33034/33034	---M--	200	added ('OK')	image/png	etag:%2260cb1a64-810a%22	https://socialistics.com/wp-content/uploads/2021/05/Comm_SiteBug_Digital_Distinction-722x675.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/05/Comm_SiteBug_Digital_Distinction-722x675.png	(from https://socialistics.com/blog/)
23:02:46	96478/96478	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:46%20GMT	https://socialistics.com/communicator-awards-award-of-distinction/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/communicator-awards-award-of-distinction/index.html	(from https://socialistics.com/blog/)
23:02:46	363818/363818	---M--	200	added ('OK')	image/png	etag:%2260bfa902-58d2a%22	https://socialistics.com/wp-content/uploads/2021/06/Agency-Stories-Wayne-Mullins-from-Ugly-Mug-Marketing-1.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/06/Agency-Stories-Wayne-Mullins-from-Ugly-Mug-Marketing-1.png	(from https://socialistics.com/blog/)
23:02:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:02:46%20GMT	https://socialistics.com/author/joannasocialistics-com/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/author/joannasocialistics-com/index.html	(from https://socialistics.com/blog/)
23:02:46	133252/133252	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:46%20GMT	https://socialistics.com/agency-stories-wayne-mullins-from-ugly-mug-marketing/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/agency-stories-wayne-mullins-from-ugly-mug-marketing/index.html	(from https://socialistics.com/blog/)
23:02:46	155197/155197	---M--	200	added ('OK')	image/jpeg	etag:%2260cb1a5d-25e3d%22	https://socialistics.com/wp-content/uploads/2021/06/cq9slnxv8yu-1080x675.jpg	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/06/cq9slnxv8yu-1080x675.jpg	(from https://socialistics.com/blog/)
23:02:47	825566/825566	---M--	200	added ('OK')	image/png	etag:%2260b46724-c98de%22	https://socialistics.com/wp-content/uploads/2021/05/image1-1080x675.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/05/image1-1080x675.png	(from https://socialistics.com/blog/)
23:02:47	138182/138182	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:47%20GMT	https://socialistics.com/how-to-build-a-scaleable-culture-rich-virtual-agency-team/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/how-to-build-a-scaleable-culture-rich-virtual-agency-team/index.html	(from https://socialistics.com/blog/)
23:02:47	346151/346151	---M--	200	added ('OK')	image/png	etag:%2260817fe0-54827%22	https://socialistics.com/wp-content/uploads/2021/04/The-Incredible-Journey-Of-A-19-Year-Old-Agency-Owner-4.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2021/04/The-Incredible-Journey-Of-A-19-Year-Old-Agency-Owner-4.png	(from https://socialistics.com/blog/)
23:02:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:02:47%20GMT	https://socialistics.com/author/kaylasocialistics-com/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/author/kaylasocialistics-com/index.html	(from https://socialistics.com/blog/)
23:02:48	17909/17909	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2021%20Jul%202021%2006:03:29%20GMT	https://widget.clutch.co/static/js/widget.js	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/widget.clutch.co/static/js/widget.js	(from https://socialistics.com/blog/)
23:02:49	91755/91755	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:48%20GMT	https://socialistics.com/blog/page/2/?et_blog	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/blog/page/2/indexf83b.html	(from https://socialistics.com/blog/)
23:02:49	83405/83405	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:49%20GMT	https://socialistics.com/category/agency-tips/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/agency-tips/index.html	(from https://socialistics.com/blog/)
23:02:49	70985/70985	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:49%20GMT	https://socialistics.com/category/analytics/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/analytics/index.html	(from https://socialistics.com/blog/)
23:02:50	1348/1348	---M--	200	added ('OK')	application/javascript	etag:%22300569ee136f7398dd4e9f7febd66405%22	https://s3.amazonaws.com/top-local-agencies/js/upcity_widget.js	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/s3.amazonaws.com/top-local-agencies/js/upcity_widget.js	(from https://socialistics.com/blog/)
23:02:51	77458/77458	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:50%20GMT	https://socialistics.com/category/career/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/career/index.html	(from https://socialistics.com/blog/)
23:02:51	75081/75081	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:50%20GMT	https://socialistics.com/category/branding/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/branding/index.html	(from https://socialistics.com/blog/)
23:02:52	86441/86441	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:51%20GMT	https://socialistics.com/category/case-study/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/case-study/index.html	(from https://socialistics.com/blog/)
23:02:52	86793/86793	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:51%20GMT	https://socialistics.com/category/facebook/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/facebook/index.html	(from https://socialistics.com/blog/)
23:02:54	38381/38381	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:02:53%20GMT	https://socialistics.com/wp-json/wp/v2/pages/7903	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/pages/7903.json	(from https://socialistics.com/contact/)
23:02:54	71084/71084	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:52%20GMT	https://socialistics.com/category/influencer/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/influencer/index.html	(from https://socialistics.com/blog/)
23:02:54	70971/70971	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:53%20GMT	https://socialistics.com/category/instagram/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/instagram/index.html	(from https://socialistics.com/blog/)
23:02:55	75363/75363	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:53%20GMT	https://socialistics.com/category/linkedin/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/linkedin/index.html	(from https://socialistics.com/blog/)
23:02:56	2537/2537	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:02:55%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fcontact%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed109f.json	(from https://socialistics.com/contact/)
23:02:57	89082/89082	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:55%20GMT	https://socialistics.com/category/marketing/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/marketing/index.html	(from https://socialistics.com/blog/)
23:02:57	82053/82053	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:56%20GMT	https://socialistics.com/category/paid-ads/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/paid-ads/index.html	(from https://socialistics.com/blog/)
23:02:57	90205/90205	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:56%20GMT	https://socialistics.com/category/podcast/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/podcast/index.html	(from https://socialistics.com/blog/)
23:02:59	2626/2626	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:02:58%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embedea95	(from https://socialistics.com/contact/)
23:02:59	84516/84516	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:58%20GMT	https://socialistics.com/category/socialistics-cares/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/socialistics-cares/index.html	(from https://socialistics.com/blog/)
23:02:59	90639/90639	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:58%20GMT	https://socialistics.com/category/social-media/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/social-media/index.html	(from https://socialistics.com/blog/)
23:02:59	75251/75251	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:02:59%20GMT	https://socialistics.com/category/trends/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/trends/index.html	(from https://socialistics.com/blog/)
23:03:00	33042/33042	---MCZ	200	added ('OK')	text/css	etag:W/%226104443b-8112%22	https://socialistics.com/wp-content/et-cache/7903/et-core-unified-tb-19-tb-144-7903-162766956233.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/7903/et-core-unified-tb-19-tb-144-7903-162766956233.min.css	(from https://socialistics.com/contact/)
23:03:00	11045/11045	---MCZ	200	added ('OK')	text/css	etag:W/%226104443a-2b25%22	https://socialistics.com/wp-content/et-cache/7903/et-core-unified-7903-162766956233.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/7903/et-core-unified-7903-162766956233.min.css	(from https://socialistics.com/contact/)
23:03:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:03:00%20GMT	https://socialistics.com/?p=7903	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/index3a9f.html	(from https://socialistics.com/contact/)
23:03:00	75432/75432	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Jul%202021%2021:03:00%20GMT	https://socialistics.com/category/uncategorized/	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/category/uncategorized/index.html	(from https://socialistics.com/blog/)
23:03:00	44622/44622	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:01%20GMT	https://socialistics.com/wp-json/wp/v2/pages/5549	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/pages/5549.json	(from https://socialistics.com/us-air-force/)
23:03:01	2555/2555	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:01%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fus-air-force%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed722d.json	(from https://socialistics.com/us-air-force/)
23:03:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:03:02%20GMT	https://socialistics.com/?p=5549	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/indexc800.html	(from https://socialistics.com/us-air-force/)
23:03:02	2644/2644	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:03:02%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fus-air-force%2F&format=xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed14c8	(from https://socialistics.com/us-air-force/)
23:03:02	37668/37668	---MCZ	200	added ('OK')	text/css	etag:W/%22610446c6-9324%22	https://socialistics.com/wp-content/et-cache/5549/et-core-unified-tb-19-tb-144-5549-162767021414.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/5549/et-core-unified-tb-19-tb-144-5549-162767021414.min.css	(from https://socialistics.com/us-air-force/)
23:03:02	11045/11045	---MCZ	200	added ('OK')	text/css	etag:W/%22610446c6-2b25%22	https://socialistics.com/wp-content/et-cache/5549/et-core-unified-5549-162767021414.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/5549/et-core-unified-5549-162767021414.min.css	(from https://socialistics.com/us-air-force/)
23:03:03	45175/45175	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:03%20GMT	https://socialistics.com/wp-json/wp/v2/pages/5542	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/pages/5542.json	(from https://socialistics.com/trupanion/)
23:03:04	2568/2568	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:04%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Ftrupanion%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed7691.json	(from https://socialistics.com/trupanion/)
23:03:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:03:04%20GMT	https://socialistics.com/?p=5542	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/indexfe7e.html	(from https://socialistics.com/trupanion/)
23:03:04	2657/2657	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:03:04%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Ftrupanion%2F&format=xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embedeb6e-2	(from https://socialistics.com/trupanion/)
23:03:04	38043/38043	---MCZ	200	added ('OK')	text/css	etag:W/%22610446c6-949b%22	https://socialistics.com/wp-content/et-cache/5542/et-core-unified-tb-19-tb-144-5542-162767021418.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/5542/et-core-unified-tb-19-tb-144-5542-162767021418.min.css	(from https://socialistics.com/trupanion/)
23:03:05	11045/11045	---MCZ	200	added ('OK')	text/css	etag:W/%22610446c6-2b25%22	https://socialistics.com/wp-content/et-cache/5542/et-core-unified-5542-162767021418.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/5542/et-core-unified-5542-162767021418.min.css	(from https://socialistics.com/trupanion/)
23:03:05	26212/26212	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:05%20GMT	https://socialistics.com/wp-json/wp/v2/pages/5942	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/pages/5942.json	(from https://socialistics.com/the-true-don-quixote/)
23:03:06	2617/2617	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:06%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fthe-true-don-quixote%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed2a02.json	(from https://socialistics.com/the-true-don-quixote/)
23:03:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:03:06%20GMT	https://socialistics.com/?p=5942	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/index8985.html	(from https://socialistics.com/the-true-don-quixote/)
23:03:06	2710/2710	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:03:06%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fthe-true-don-quixote%2F&format=xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed14e5	(from https://socialistics.com/the-true-don-quixote/)
23:03:07	11045/11045	---MCZ	200	added ('OK')	text/css	etag:W/%22610468b4-2b25%22	https://socialistics.com/wp-content/et-cache/5942/et-core-unified-5942-162767890014.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/5942/et-core-unified-5942-162767890014.min.css	(from https://socialistics.com/the-true-don-quixote/)
23:03:07	26217/26217	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:08%20GMT	https://socialistics.com/wp-json/wp/v2/pages/5946	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/pages/5946.json	(from https://socialistics.com/a-habitat-for-humanity/)
23:03:08	2619/2619	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:08%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fa-habitat-for-humanity%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embedede3.json	(from https://socialistics.com/a-habitat-for-humanity/)
23:03:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:03:08%20GMT	https://socialistics.com/?p=5946	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/index807f.html	(from https://socialistics.com/a-habitat-for-humanity/)
23:03:09	217925/217925	---M--	200	added ('OK')	image/jpeg	etag:%225f98530a-35345%22	https://socialistics.com/wp-content/uploads/2020/10/tim-bennett-OwvRB-M3GwE-unsplash-1.jpg	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/10/tim-bennett-OwvRB-M3GwE-unsplash-1.jpg	(from https://socialistics.com/the-true-don-quixote/)
23:03:09	2708/2708	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:03:09%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fa-habitat-for-humanity%2F&format=xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed1b8b	(from https://socialistics.com/a-habitat-for-humanity/)
23:03:09	11045/11045	---MCZ	200	added ('OK')	text/css	etag:W/%22610468b4-2b25%22	https://socialistics.com/wp-content/et-cache/5946/et-core-unified-5946-16276789008.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/5946/et-core-unified-5946-16276789008.min.css	(from https://socialistics.com/a-habitat-for-humanity/)
23:03:10	48015/48015	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:09%20GMT	https://socialistics.com/wp-json/wp/v2/posts/8046	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/posts/8046.json	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:10	2898/2898	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:10%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fthe-power-of-storytelling-and-how-it-can-transform-your-business%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embedcea6.json	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:03:10%20GMT	https://socialistics.com/?p=8046	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/index834c.html	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:10	3024/3024	---MCZ	200	added ('OK')	text/xml	date:Fri,%2030%20Jul%202021%2021:03:10%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fthe-power-of-storytelling-and-how-it-can-transform-your-business%2F&format=xml	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embed61bb	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:11	13783/13783	---MCZ	200	added ('OK')	text/css	etag:W/%2261044482-35d7%22	https://socialistics.com/wp-content/et-cache/global/et-divi-customizer-global-162766963452.min.css	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/et-cache/global/et-divi-customizer-global-162766963452.min.css	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:12	944/944	---MCZ	200	added ('OK')	text/javascript	etag:W/%220fecacbbd4fdf5680487b83da828bd25%22	https://www.buzzsprout.com/1232381/8614850-the-power-of-storytelling-how-it-can-transform-your-business.js?container_id=buzzsprout-player-8614850&player=small	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/www.buzzsprout.com/1232381/8614850-the-power-of-storytelling-how-it-can-transform-your-business6a54.js	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:12	18137/18137	---M--	200	added ('OK')	image/png	etag:%22600b7d08-46d9%22	https://socialistics.com/wp-content/uploads/2020/07/Apple_Podcasts_Listen_Badge_RGB.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/07/Apple_Podcasts_Listen_Badge_RGB.png	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:12	18472/18472	---M--	200	added ('OK')	image/png	etag:%22600b7d07-4828%22	https://socialistics.com/wp-content/uploads/2020/07/spotify-podcast-badge-blk-grn-660x160-1.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/07/spotify-podcast-badge-blk-grn-660x160-1.png	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:13	54270/54270	---M--	200	added ('OK')	image/png	etag:%22600b7d00-d3fe%22	https://socialistics.com/wp-content/uploads/2020/07/EN_Google_Podcasts_Badge_8x-1024x260.png	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-content/uploads/2020/07/EN_Google_Podcasts_Badge_8x-1024x260.png	(from https://socialistics.com/the-power-of-storytelling-and-how-it-can-transform-your-business/)
23:03:13	15910/15910	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:13%20GMT	https://socialistics.com/wp-json/wp/v2/posts/8051	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/wp/v2/posts/8051.json	(from https://socialistics.com/socialistics-takes-a-spot-on-clutchs-list-of-top-social-media-marketing-companies-in-washington/)
23:03:14	2978/2978	---MCZ	200	added ('OK')	application/json	date:Fri,%2030%20Jul%202021%2021:03:14%20GMT	https://socialistics.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsocialistics.com%2Fsocialistics-takes-a-spot-on-clutchs-list-of-top-social-media-marketing-companies-in-washington%2F	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/wp-json/oembed/1.0/embedc6cf.json	(from https://socialistics.com/socialistics-takes-a-spot-on-clutchs-list-of-top-social-media-marketing-companies-in-washington/)
23:03:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2030%20Jul%202021%2021:03:14%20GMT	https://socialistics.com/?p=8051	C:/My%20Web%20Sites/S%20O%20C%20I%20A%20L%20I%20S%20T%20I%20C%20S/socialistics.com/indexdb3c.html	(from https://socialistics.com/socialistics-takes-a-spot-on-clutchs-list-of-top-social-media-marketing-companies-in-washington/)
